formula,pressure,Tc_list,Tc_mean,Tc_std,method,ref
LiPH6,200.0,"[125.3, 136.5]",130.9,5.600000000000001,comput,"['[10.1038/s41524-019-0244-6]', '[10.1038/s41524-019-0244-6]']"
LiPH6,250.0,"[114.2, 127.5]",120.85,6.649999999999999,comput,"['[10.1038/s41524-019-0244-6]', '[10.1038/s41524-019-0244-6]']"
LiPH6,300.0,"[100.1, 115.3]",107.69999999999999,7.600000000000001,comput,"['[10.1038/s41524-019-0244-6]', '[10.1038/s41524-019-0244-6]']"
Y3CaH24,200.0,['220'],220.0,0.0,comput,['[10.1103/PhysRevB.106.014521]']
Y3CaH24,150.0,['227'],227.0,0.0,comput,['[10.1103/PhysRevB.106.014521]']
MgHLi3,0.0,['4.66'],4.66,0.0,comput,['[10.1038/s41524-022-00817-4]']
NaB3H3,200.0,['47.8'],47.8,0.0,comput,['[10.1103/PhysRevB.106.174104]']
H,300.0,['339'],339.0,0.0,comput,['[10.1021/jacs.2c05834]']
H,400.0,"['383', 228.0, 183.0, 306.0, 250.0]",270.0,68.98985432656022,comput,"['[10.1021/jacs.2c05834]', '[10.1103/PhysRevLett.106.165302;10.1103/PhysRevB.103.094505]', '[10.1103/PhysRevLett.106.165302;10.1103/PhysRevB.103.094505]', '[10.1103/PhysRevLett.106.165302;10.1103/PhysRevB.103.094505]', '[10.1103/PhysRevLett.106.165302;10.1103/PhysRevB.103.094505]']"
H,500.0,['380'],380.0,0.0,comput,['[10.1021/jacs.2c05834]']
H,600.0,['388'],388.0,0.0,comput,['[10.1021/jacs.2c05834]']
H,700.0,['401'],401.0,0.0,comput,['[10.1021/jacs.2c05834]']
YH6,165.0,['170.85392056318858'],170.85392056318858,0.0,comput,"['[10.1002/adma.202006832,10.1038/srep09948]']"
YH6,200.0,"[220.5, 205.2]",212.85,7.650000000000006,comput,"['[10.1038/srep09948,10.1088/1361-648X/ab09b4]', '[10.1038/srep09948,10.1088/1361-648X/ab09b4]']"
YH6,120.0,"[264.0, 251.0]",257.5,6.5,comput,"['[10.1038/srep09948,10.1088/1361-648X/ab09b4]', '[10.1038/srep09948,10.1088/1361-648X/ab09b4]']"
CaH10,500.0,"[187.0, 155.0, 220.0, 184.0]",186.5,23.02715787933891,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Ti5H14,50.0,"[5.4, 2.0]",3.7,1.7000000000000002,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
Ti5H14,350.0,"[2.4, 0.6]",1.5,0.9,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
SnHNi3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
CaBeH8,50.0,['10'],10.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
CaBeH8,13.0,['28'],28.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
TeHTi3,0.0,['2.13'],2.13,0.0,comput,['[10.1038/s41524-022-00817-4]']
SeHTi3,0.0,['5.57'],5.57,0.0,comput,['[10.1038/s41524-022-00817-4]']
AcH16,250.0,[155.9],155.9,0.0,comput,['[10.1021/acs.jpclett.8b00615]']
AcH16,150.0,[199.2],199.2,0.0,comput,['[10.1021/acs.jpclett.8b00615]']
PdHLi3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
InHTa3,0.0,['4.42'],4.42,0.0,comput,['[10.1038/s41524-022-00817-4]']
LaH18,300.0,['271'],271.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaH18,400.0,['192'],192.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaH18,500.0,['93'],93.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaH18,600.0,['70'],70.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaH18,700.0,['79'],79.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaH18,350.0,['239'],239.0,0.0,comput,['[10.1021/jacs.2c05834]']
ZnHNb3,0.0,['8.69'],8.69,0.0,comput,['[10.1038/s41524-022-00817-4]']
AlH,180.0,[49.41044046899509],49.41044046899509,0.0,comput,['[10.1103/PhysRevB.100.174105]']
AlH,335.0,[15.597877798966666],15.597877798966666,0.0,comput,['[10.1103/PhysRevB.100.174105]']
AlH,215.0,[37.7084659222398],37.7084659222398,0.0,comput,['[10.1103/PhysRevB.100.174105]']
PbH8,200.0,[103.1122448979592],103.1122448979592,0.0,comput,['[10.1038/srep16475]']
PbH8,140.0,['76.42101284958429'],76.42101284958429,0.0,comput,['[10.1038/srep16475]']
PbH8,300.0,[105.119992441421],105.119992441421,0.0,comput,['[10.1038/srep16475]']
PbH8,180.0,[96.97089947089948],96.97089947089948,0.0,comput,['[10.1038/srep16475]']
PbH8,250.0,[106.0648148148148],106.0648148148148,0.0,comput,['[10.1038/srep16475]']
PbH8,350.0,['103.93896447467876'],103.93896447467876,0.0,comput,['[10.1038/srep16475]']
ScHNi3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
H2S,130.0,[33.0],33.0,0.0,comput,['[10.1063/1.4874158]']
H2S,140.0,[40.0],40.0,0.0,comput,['[10.1063/1.4874158]']
H2S,150.0,[56.0],56.0,0.0,comput,['[10.1063/1.4874158]']
H2S,158.0,[60.0],60.0,0.0,comput,['[10.1063/1.4874158]']
H2S,160.0,[82.0],82.0,0.0,comput,['[10.1063/1.4874158]']
H2S,170.0,[75.0],75.0,0.0,comput,['[10.1063/1.4874158]']
H2S,180.0,[65.0],65.0,0.0,comput,['[10.1063/1.4874158]']
CaBH7,200.0,"[136.0, 184.0]",160.0,24.0,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.104.174106]']"
CaBH7,250.0,"[121.0, 168.0]",144.5,23.5,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.104.174106]']"
CaBH7,300.0,"['123', 183.0]",153.0,30.0,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.104.174106]']"
CaBH7,150.0,[117.0],117.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
InHRh3,0.0,['0.58'],0.58,0.0,comput,['[10.1038/s41524-022-00817-4]']
KAuH2,120.0,['0.28'],0.28,0.0,comput,['[10.1021/jacs.7b04456]']
YH15,250.0,['202'],202.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
YH15,220.0,['208'],208.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
YH15,300.0,['196'],196.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
WHSc3,0.0,['8.03'],8.03,0.0,comput,['[10.1038/s41524-022-00817-4]']
K2ReH9,100.0,"['9.6', '105.95019920569015']",57.775099602845074,48.17509960284508,comput,"['[10.1039/D2TC02842E]', '[10.1039/D2TC02842E]']"
K2ReH9,200.0,['59.54634196588148'],59.54634196588148,0.0,comput,['[10.1039/D2TC02842E]']
K2ReH9,75.0,['103.10437496846122'],103.10437496846122,0.0,comput,['[10.1039/D2TC02842E]']
K2ReH9,175.0,"['40.6', '71.03271223535849']",55.81635611767925,15.216356117679243,comput,"['[10.1039/D2TC02842E]', '[10.1039/D2TC02842E]']"
K2ReH9,150.0,['84.47139955320493'],84.47139955320493,0.0,comput,['[10.1039/D2TC02842E]']
K2ReH9,125.0,['98.61621740967774'],98.61621740967774,0.0,comput,['[10.1039/D2TC02842E]']
ScHY3,0.0,['2.53'],2.53,0.0,comput,['[10.1038/s41524-022-00817-4]']
OsH,100.0,[2.1],2.1,0.0,comput,['[10.1021/acs.jpcc.5b03791]']
CaYH12,200.0,"[241.6898839137645, 214.9900497512438, 196.4162520729685, 184.5174129353234, 270.71144278606965, 248.07462686567163, 232.69320066334996, 222.82587064676616, 222.0, 206.9, 253.87893864013267, 226.01824212271976, 206.86401326699837, 196.12603648424545, 281.1592039800995, 258.2321724709784, 243.14096185737975, 232.1127694859038]",229.90839321908976,25.88331266709822,comput,"['[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1088/1361-648X/ab09b4]', '[10.1088/1361-648X/ab09b4]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]']"
CaYH12,170.0,"['236.4660033167496', '209.18573797678275', '191.4825870646766', '180.7446102819237']",204.46973466003317,21.080497056857478,comput,"['[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]']"
CaYH12,250.0,"['228.92039800995025', '201.05970149253733', '182.19568822553896', '170.00663349917082', 210.8, 194.7]",197.9470702045329,19.033088800173743,comput,"['[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1103/PhysRevB.99.100505]', '[10.1088/1361-648X/ab09b4]', '[10.1088/1361-648X/ab09b4]']"
CaYH12,180.0,"[229.9, 215.5]",222.7,7.200000000000003,comput,"['[10.1088/1361-648X/ab09b4]', '[10.1088/1361-648X/ab09b4]']"
NbH2,0.0,['1.5'],1.5,0.0,comput,['[10.1063/1.4866179]']
NbH2,0.0001,[2.6],2.6,0.0,comput,['[10.1103/PhysRevB.88.184104]']
NbH2,50.0,[1.5],1.5,0.0,comput,['[10.1103/PhysRevB.88.184104]']
NbH2,60.0,['0.5'],0.5,0.0,comput,['[10.1063/1.4866179]']
Mg2ScH10,200.0,[17.94],17.94,0.0,comput,['[arXiv:2109.07051v1]']
ScH10,250.0,[104.0],104.0,0.0,comput,['[10.1103/PhysRevLett.125.217001]']
HCl,320.0,"[29.83, 22.61]",26.22,3.6099999999999994,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HCl,360.0,"[40.64, 32.57]",36.605000000000004,4.035,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HCl,240.0,"[7.22, 3.83]",5.525,1.6949999999999998,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HCl,280.0,"[14.0, 8.96]",11.48,2.5199999999999996,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HCl,250.0,['20.0'],20.0,0.0,comput,['[10.1021/acs.jpcc.5b01653]']
NaH8,200.0,"[171.0, 146.0, 175.0, 152.0]",161.0,12.267844146385297,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
MnHRh3,0.0,['1.63'],1.63,0.0,comput,['[10.1038/s41524-022-00817-4]']
YCeH18,300.0,"['103', 110.0]",106.5,3.5,comput,"['[10.1016/j.mtphys.2022.100873]', '[10.1016/j.mtphys.2022.100873]']"
YCeH18,150.0,"['133.8', 173.8]",153.8,20.0,comput,"['[10.1016/j.mtphys.2022.100873]', '[10.1016/j.mtphys.2022.100873]']"
HBr,160.0,"[33.65, 27.14]",30.395,3.254999999999999,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HBr,200.0,"[51.38, 44.04]",47.71,3.6700000000000017,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HBr,140.0,"[27.68, 21.08]",24.38,3.3000000000000007,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HBr,180.0,"[48.81, 41.68]",45.245000000000005,3.5650000000000013,comput,"['[10.1063/1.3471446]', '[10.1063/1.3471446]']"
HBr,120.0,['0.12566660553152498'],0.12566660553152498,0.0,comput,['[10.1021/acs.jpcc.5b01653]']
BiH5,200.0,['103.0'],103.0,0.0,comput,['[arXiv:1511.05291]']
BiH5,250.0,['101.0'],101.0,0.0,comput,['[arXiv:1511.05291]']
BiH5,300.0,['119.0'],119.0,0.0,comput,['[arXiv:1511.05291]']
ReHFe3,0.0,['2.32'],2.32,0.0,comput,['[10.1038/s41524-022-00817-4]']
NaHPd3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
Ti5H13,300.0,"[4.0, 1.4]",2.7,1.3,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
Ti5H13,150.0,"[2.1, 0.5]",1.3,0.8,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
ScHRh3,0.0,['0.59'],0.59,0.0,comput,['[10.1038/s41524-022-00817-4]']
YH4,165.0,['86.52161705733059'],86.52161705733059,0.0,comput,"['[10.1002/adma.202006832,10.1038/srep09948]']"
YH4,120.0,"[95.0, 84.0]",89.5,5.5,comput,"['[10.1038/srep09948]', '[10.1038/srep09948]']"
CS9H30,180.0,['201'],201.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
CS9H30,300.0,['169'],169.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
PtHCr3,0.0,['9.31'],9.31,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiPH4,200.0,['38.09'],38.09,0.0,comput,['[10.1016/j.physleta.2019.126189]']
TiPH4,250.0,['62.36'],62.36,0.0,comput,['[10.1016/j.physleta.2019.126189]']
TiPH4,100.0,['51.57'],51.57,0.0,comput,['[10.1016/j.physleta.2019.126189]']
TiPH4,300.0,['57.06'],57.06,0.0,comput,['[10.1016/j.physleta.2019.126189]']
InH3,200.0,[40.5],40.5,0.0,comput,['[10.1021/acs.inorgchem.5b01684]']
InH3,250.0,[39.0],39.0,0.0,comput,['[10.1021/acs.inorgchem.5b01684]']
InH3,300.0,[38.0],38.0,0.0,comput,['[10.1021/acs.inorgchem.5b01684]']
SnHV3,0.0,['4.43'],4.43,0.0,comput,['[10.1038/s41524-022-00817-4]']
LaH2,300.0,['1.257224128701033'],1.257224128701033,0.0,comput,"['[10.1016/j.rinp.2022.106060,10.1073/pnas.1704505114]']"
InHTi3,0.0,['4.04'],4.04,0.0,comput,['[10.1038/s41524-022-00817-4]']
AcH4,200.0,"[54.0, 35.0, 58.0, 42.0]",47.25,9.202581159652981,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
AcH4,100.0,[60.0],60.0,0.0,comput,['[10.1021/acs.jpclett.8b00615]']
ZrH,120.0,[10.6],10.6,0.0,comput,['[10.1039/C6CP08036G]']
LaCeH8,100.0,['1.73'],1.73,0.0,comput,['[10.1016/j.mtphys.2022.100873]']
YMgH12,200.0,[190.0],190.0,0.0,comput,['[10.1002/adts.202100364]']
YMgH12,300.0,[189.0],189.0,0.0,comput,['[10.1002/adts.202100364]']
ScH14,300.0,"[109.0, 87.0, 115.0, 91.0]",100.5,11.779218989389747,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
LiHTi3,0.0,['9.67'],9.67,0.0,comput,['[10.1038/s41524-022-00817-4]']
AuHTa3,0.0,['5.33'],5.33,0.0,comput,['[10.1038/s41524-022-00817-4]']
NdH10,400.0,[1.7],1.7,0.0,comput,['[10.1103/PhysRevB.102.144524]']
SiH4,400.0,[34.67],34.67,0.0,comput,['[10.1038/srep08845]']
SiH4,150.0,['20.0'],20.0,0.0,comput,['[10.1103/PhysRevLett.101.077002]']
SiH4,800.0,[84.8],84.8,0.0,comput,['[10.1038/srep08845]']
SiH4,300.0,[31.47],31.47,0.0,comput,['[10.1038/srep08845]']
SiH4,700.0,[97.6],97.6,0.0,comput,['[10.1038/srep08845]']
SiH4,188.0,['16.5'],16.5,0.0,comput,['10.1088/0256-307X/27/1/017401']
SiH4,190.0,[16.5],16.5,0.0,comput,['10.1103/PhysRevLett.102.087005']
SiH4,70.0,['75.0'],75.0,0.0,comput,['[10.1103/PhysRevLett.101.077002]']
SiH4,200.0,['30.0'],30.0,0.0,comput,['[10.1103/PhysRevLett.101.077002]']
SiH4,209.0,['16.1'],16.1,0.0,comput,['10.1088/0256-307X/27/1/017401']
SiH4,340.0,[20.8],20.8,0.0,comput,['[10.1038/srep08845]']
SiH4,600.0,[22.93],22.93,0.0,comput,['[10.1038/srep08845]']
SiH4,90.0,"[48.0, 42.0, 39.0]",43.0,3.7416573867739413,comput,"['[10.1209/0295-5075/78/37002]', '[10.1209/0295-5075/78/37002]', '[10.1209/0295-5075/78/37002]']"
SiH4,610.0,[107.2],107.2,0.0,comput,['[10.1038/srep08845]']
SiH4,500.0,[24.0],24.0,0.0,comput,['[10.1038/srep08845]']
SiH4,250.0,['50.0'],50.0,0.0,comput,['[10.1103/PhysRevLett.101.077002]']
SiH4,380.0,[16.53],16.53,0.0,comput,['[10.1038/srep08845]']
SiH4,125.0,"[55.0, 49.0, 46.0]",50.0,3.7416573867739413,comput,"['[10.1209/0295-5075/78/37002]', '[10.1209/0295-5075/78/37002]', '[10.1209/0295-5075/78/37002]']"
SeHSc3,0.0,['4.35'],4.35,0.0,comput,['[10.1038/s41524-022-00817-4]']
AgHLi3,0.0,['0.71'],0.71,0.0,comput,['[10.1038/s41524-022-00817-4]']
AgHTi3,0.0,['8.23'],8.23,0.0,comput,['[10.1038/s41524-022-00817-4]']
LiBH2,400.0,[2.33],2.33,0.0,comput,['[10.1016/j.physleta.2020.126525]']
LiBH2,600.0,[10.0],10.0,0.0,comput,['[10.1016/j.physleta.2020.126525]']
LiBH2,300.0,[0.99],0.99,0.0,comput,['[10.1016/j.physleta.2020.126525]']
LiBH2,500.0,[9.12],9.12,0.0,comput,['[10.1016/j.physleta.2020.126525]']
GaHZr3,0.0,['3.67'],3.67,0.0,comput,['[10.1038/s41524-022-00817-4]']
YH18,600.0,['176'],176.0,0.0,comput,['[10.1021/jacs.2c05834]']
YH18,700.0,['162'],162.0,0.0,comput,['[10.1021/jacs.2c05834]']
YH18,500.0,"['183', 212.0, 179.0, 246.0, 213.0]",206.6,24.253659517689286,comput,"['[10.1021/jacs.2c05834]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
TiH14,200.0,"[54.0, 35.0, 20.3]",36.43333333333333,13.79524877952148,comput,"['[10.1016/j.cossms.2020.100808]', '[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
AlHTi3,0.0,['3.86'],3.86,0.0,comput,['[10.1038/s41524-022-00817-4]']
SmH9,250.0,['2.0'],2.0,0.0,comput,['[10.1103/PhysRevB.102.144524]']
AlH3,105.0,[24.218648804435745],24.218648804435745,0.0,comput,['[10.1103/PhysRevB.100.174105]']
AlH3,210.0,[0.1397165316795317],0.1397165316795317,0.0,comput,['[10.1103/PhysRevB.100.174105]']
AlH3,290.0,[2.2727766134104707e-11],2.2727766134104707e-11,0.0,comput,['[10.1103/PhysRevB.100.174105]']
AlH3,150.0,[5.349911157169117],5.349911157169117,0.0,comput,['[10.1103/PhysRevB.100.174105]']
CSH46,300.0,['93'],93.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
Ti2H13,350.0,"[132.1, 110.4]",121.25,10.849999999999994,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
SbHNi3,0.0,['0.01'],0.01,0.0,comput,['[10.1038/s41524-022-00817-4]']
H5S2,112.0,[70.1],70.1,0.0,comput,['[10.1038/srep23160]']
H5S2,130.0,[79.1],79.1,0.0,comput,['[10.1038/srep23160]']
H5S2,120.0,[75.2],75.2,0.0,comput,['[10.1038/srep23160]']
LiYH6,200.0,"['24', '51']",37.5,13.5,comput,"['[10.1039/D2CP00059H]', '[10.1039/D2CP00059H]']"
LiYH6,250.0,['48'],48.0,0.0,comput,['[10.1039/D2CP00059H]']
LiYH6,100.0,['42'],42.0,0.0,comput,['[10.1039/D2CP00059H]']
LiYH6,150.0,"['34', '61']",47.5,13.5,comput,"['[10.1039/D2CP00059H]', '[10.1039/D2CP00059H]']"
CaH12,150.0,[206.0],206.0,0.0,comput,['[10.1016/j.cossms.2020.100808]']
KScH12,300.0,[133.0],133.0,0.0,comput,['[10.1103/PhysRevB.100.174506]']
InHV3,0.0,['8.4'],8.4,0.0,comput,['[10.1038/s41524-022-00817-4]']
LaBH7,110.0,"[93.0, 85.0]",89.0,4.0,comput,"['10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501']"
ScH8,300.0,"[217.0, 185.0, 233.0, 212.0]",211.75,17.282577932704367,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
HS2,200.0,[35.3],35.3,0.0,comput,['[10.1103/PhysRevLett.114.157004]']
HS2,250.0,[25.1],25.1,0.0,comput,['[10.1103/PhysRevLett.114.157004]']
CeH9,150.0,"[131.0, 116.0, 42.0, 60.0, 80.0, 49.0, 64.0, 82.0]",78.0,29.432125305522874,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]']"
CeH9,300.0,"[94.0, 77.0]",85.5,8.5,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,200.0,"[114.0, 98.0, 26.0, 43.0, 64.0, 31.0, 46.0, 65.0]",60.875,29.31909573980753,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]']"
CeH9,90.0,"[134.0, 124.0]",129.0,5.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,92.0,"[142.0, 131.0]",136.5,5.5,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,94.0,"[143.0, 131.0]",137.0,6.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,96.0,"[116.0, 109.0]",112.5,3.5,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,98.0,"[141.0, 129.0]",135.0,6.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH9,100.0,"[141.0, 130.0, 51.0, 73.0, 96.0, 62.0, 80.0, 102.0]",91.875,29.679275176459413,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]']"
CeH9,120.0,"[68.0, 82.0, 99.0, 76.0, 87.0, 101.0]",85.5,11.786291472158096,comput,"['[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]', '[10.1103/PhysRevLett.127.117001]']"
CeH9,250.0,"[98.0, 81.0, 86.8]",88.60000000000001,7.0559667421740775,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]', '[10.1103/PhysRevB.102.144524]']"
HTe,200.0,[18.71],18.71,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
HTe,300.0,[44.26],44.26,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
HTe,150.0,[28.28],28.28,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
SbHLi3,0.0,['2.09'],2.09,0.0,comput,['[10.1038/s41524-022-00817-4]']
SnHRh3,0.0,['0.11'],0.11,0.0,comput,['[10.1038/s41524-022-00817-4]']
KH10,100.0,"[124.0, 105.0, 157.0, 134.0]",130.0,18.748333259252675,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
KH10,150.0,[148.0],148.0,0.0,comput,['[10.1016/j.cossms.2020.100808]']
LaSH6,200.0,[24.0],24.0,0.0,comput,['10.1103/PhysRevB.100.184502']
LaSH6,300.0,[35.0],35.0,0.0,comput,['10.1103/PhysRevB.100.184502']
Si2H6,160.0,"[16.7, 12.4]",14.55,2.1499999999999995,comput,"['[10.1103/PhysRevLett.108.117004]', '[10.1103/PhysRevLett.108.117004]']"
Si2H6,100.0,"[24.6, 20.2]",22.4,2.200000000000001,comput,"['[10.1103/PhysRevLett.108.117004]', '[10.1103/PhysRevLett.108.117004]']"
Si2H6,200.0,"[16.2, 12.2, 91.78, 80.1]",50.07,36.13460529741538,comput,"['[10.1103/PhysRevLett.108.117004]', '[10.1103/PhysRevLett.108.117004]', '[10.1073/pnas.1005242107]', '[10.1073/pnas.1005242107]']"
Si2H6,140.0,"[17.9, 13.5]",15.7,2.1999999999999993,comput,"['[10.1103/PhysRevLett.108.117004]', '[10.1103/PhysRevLett.108.117004]']"
Si2H6,300.0,"[41.83, 33.97]",37.9,3.9299999999999997,comput,"['[10.1073/pnas.1005242107]', '[10.1073/pnas.1005242107]']"
Si2H6,175.0,"[75.63, 64.62]",70.125,5.5049999999999955,comput,"['[10.1073/pnas.1005242107]', '[10.1073/pnas.1005242107]']"
Si2H6,275.0,"[153.44, 138.86]",146.15,7.289999999999992,comput,"['[10.1073/pnas.1005242107]', '[10.1073/pnas.1005242107]']"
Si2H6,220.0,"[16.1, 12.7]",14.4,1.700000000000001,comput,"['[10.1103/PhysRevLett.108.117004]', '[10.1103/PhysRevLett.108.117004]']"
TiHRu3,0.0,['12.31'],12.31,0.0,comput,['[10.1038/s41524-022-00817-4]']
AcH3,150.0,['0.0'],0.0,0.0,comput,['[10.1021/acs.jpclett.8b00615]']
IrHCr3,0.0,['12.79'],12.79,0.0,comput,['[10.1038/s41524-022-00817-4]']
XeH2,400.0,[26.0],26.0,0.0,comput,['[10.1063/1.4931931]']
XeH2,600.0,[16.0],16.0,0.0,comput,['[10.1063/1.4931931]']
XeH2,500.0,[20.0],20.0,0.0,comput,['[10.1063/1.4931931]']
CaBH,300.0,[3.4050502413746225e-14],3.4050502413746225e-14,0.0,comput,['[10.1103/PhysRevB.102.014516]']
PtHPd3,0.0,['0.02'],0.02,0.0,comput,['[10.1038/s41524-022-00817-4]']
YH20,500.0,"[205.0, 176.0, 244.0, 212.0]",209.25,24.180312239505923,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Li2BH6,200.0,[81.0],81.0,0.0,comput,['[10.1103/PhysRevMaterials.1.074803]']
Li2BH6,100.0,[98.0],98.0,0.0,comput,['[10.1103/PhysRevMaterials.1.074803]']
BiH4,200.0,[88.0],88.0,0.0,comput,['[arXiv:1511.05291]']
BiH4,250.0,[77.0],77.0,0.0,comput,['[arXiv:1511.05291]']
BiH4,300.0,[75.0],75.0,0.0,comput,['[arXiv:1511.05291]']
